sample_id	0007888f-8d96-4c01-8251-7fef6cc71596	000b6b94-572d-4d06-a8f4-2e43829f83d4	000d81dd-9ba4-4852-9090-2bf22f6483f0	0016a232-4573-4e00-afdc-7b4144101ef9	00174492-1adc-4310-8147-a622befbb466	0019c951-16c5-48d0-85c8-58d96b12d330	0022cd20-f64f-4773-b9ff-a3de0b71b259	0024696f-27f5-4d5d-a933-d8c8c52146a6	00252d7f-e222-462f-badc-b97e8dce2021	002cf74b-098b-4de6-9a76-0d889c894ab6
RN7SKP279	0	0	0	0	0	0	0	0	0	0
RNA5SP111	4.9391	0.7049	6.2849	0.4861	6.4822	6.9335	3.672	7.9098	6.2679	2.6579
RN7SKP293	0	0	0	0	0	0	0.716	0	0	0
RN7SKP273	0.227	0	1.0108	0.1564	0	0	0.1687	0	0	0.2443
RNU2-71P	0	0.7534	0	0	0	0	0	0	0	0.2029
RNU6-1052P	0	0	0	0	0	0	0	0	0	0
RNU6-603P	0	0	0	0	0	0	0	0	0	0.7168
RNU2-6P	0	0.7494	0	0	0.2027	1.2286	0	0	0	0
RN7SKP3	0	0	0.2955	0	0	0	0	0	0	0.1071
H2BP1	1.6968	0.2825	0.2799	0.3247	0.1528	0.0772	0.0701	0.3108	0.9135	0.0507
KLF2P3	7.5395	0	0	0	0	0	0	0	0.0529	0
IGLV9-49	0	66.666	1.2934	10.5637	1.6949	0.9988	6.9952	0	0.2814	1.6878
ZNF385D-AS2	0	0	0	0	0	0	0	0	0	0
EHHADH-AS1	0	0	0.0648	0	0	0	0	0	0	0.0235
FTH1P10	0.2299	0.1531	0.455	0.5279	0.4141	0.251	0.1709	5.2047	0.3713	2.5566
CDY15P	0	0	0	0	0	0	0	0	0	0
LINC02661	0	0	0	0	0.0485	0	0.0667	0	0	0
LINC01778	0.2363	0	0	0.1163	0.0182	0.387	0.9788	0.2004	0	0.1635
H2ACP1	0	0	0	0	0	0	0	0	0	0
LINC02068	0.136	1.1648	1.1252	0	0.2416	0.4138	0.0289	0.1153	0.1883	3.5453
SDCBP2P1	0	0.1159	0.1723	0	0	0	0	0	0	0.0625
RDXP2	0	0.6414	0	0	0	0	0	0	0	0
CLDN10-AS1	0	0.3182	0.8275	0.0549	0.9036	0.0652	0	0.7351	0.2572	18.2108
TRBV29OR9-2	0	0	0	0	0	0	0	6.3505	0	3.1094
RBM22P7	0	0	0	0	0	0	0	0	0	0
RPS10P7	3.9434	5.1896	1.8579	2.8144	0.7529	8.9334	2.4577	3.7993	0.4767	6.3662
PRR3P1	0	0	0	0	0	0	0	0	0	0
MEG9	0.0306	0.1376	0.0682	0	0.0165	0.0251	0.0911	0	0.0247	0.1318
LINC00397	0	0	0	0	0	0	0	0	0	0.0605
XKRYP5	0	0	0	0	0	0	0	0	0	0
USP9YP18	0	0	0	0	0	0	0	0	0	0
RPL17P17	0	0	0	0	0.2074	0	0	1.8561	0	0.3443
RPS26P15	0.4096	0.8183	1.2161	2.5395	0.5533	0.5031	0	2.0256	1.6537	3.857
TRIM49D1	0	0	0	0	0	0	0	0	0	0
LIMK2P1	0	0	0	0	0	0	0	0.032	0	0
RBM7P1	0.1007	0	0	0	0.272	0	0.0748	0.0664	0.0813	0.1083
MTND6P21	0.4436	0.1477	0	0	0.1598	0.6054	0.3298	0	0.1194	0
RPS29P9	0	0	0	0	0	0	0	0	0	0.2243
TMSB4XP3	0	0	0	0	1.0135	0	0.4648	0	0	0
TH2LCRR	0.2637	0.6586	0.6851	0.0454	0.7125	0.5938	0.147	0.2174	0.213	0.3902
USP17L2	0	0.1118	0	0	0.1008	0.0917	0	0	0	0
RPL6P21	0	0.0842	0.2501	0	0	0	0	0.0555	0	0.0453
HMGN2P18	0	0	1.1755	0	0.2853	0.4323	0	0	0.2131	0.4261
HTATSF1P1	0	0	0	0	0	0	0	0	0	0
LMO7DN-IT1	0.222	0.2218	0	0	0	0	0.3301	1.6104	0	0
TCAF1P1	2.2021	0.9564	2.9375	0.022	0.7588	3.2929	1.1626	0.5893	1.8556	2.9539
GAPDHP69	0.1414	0.6356	0.3149	0	0.4967	0.2316	0.0526	0.2331	0.2855	1.9403
LINC01825	0	0	0.0629	0.1022	0.0802	0.0521	0.1891	0	0.0171	0.0228
CALM1P1	0	0	0.2443	0.1134	0.0889	0	0	0	0	0.4428
LINC02629	0	0	0.1677	0	0	0	0	0	0	0.0608
VOPP1-DT	0	0.5159	0.1917	0	0.2093	0	0	0	0	0
VN1R42P	0.4143	2.4834	0.6151	0	1.0076	1.5268	1.3862	0.683	1.5057	2.1182
ZDHHC12-DT	40.6102	10.0768	11.0853	15.4331	6.7254	13.6238	11.9794	6.5653	5.5011	3.1723
LINC02238	0	0	0	0.1798	0	0	0	0	0	0
NUTM2A-AS1	2.6313	2.1593	4.0713	1.3711	2.856	3.5063	2.8034	4.745	1.7276	4.4871
TRPC6P1	0.081	0	0	0	0	0	0	0	0.0654	0.0436
LINC01615	0.1906	0.73	1.2735	0.1751	0.4292	1.1708	4.2045	0	2.1552	0.8891
LINC03053	0.0794	0.0529	0.0786	0	0.0143	0.0217	0.1181	0.2096	0.0428	0.0143
FRMPD4-AS1	0	0	0	0	0	0	0	0	0	0
MAPK6P2	0.1038	0	0	0	0	0	0	0	0	0
NEFHP1	1.3825	0.0271	0	0	0.0146	0	0	0	0	0
CHCHD2P5	0.1782	0	0.529	0	0.2888	0.1459	0	0.1175	0	0
EXOSC6	24.4449	15.3607	29.0566	20.8542	19.3117	15.1347	25.3467	13.1524	22.2711	32.2812
H2BL1P	0	0	0.2806	0	0	0	0	0	0	0
SLC35C2P1	0	0	0	0	0	0	0	0	0	0.044
RNF14P4	0.0574	0	0.5111	0.0395	0.3411	0	0.0427	0.2649	0.2317	0.0618
VPS52	36.0525	35.4294	31.5529	8.1191	21.6772	43.6932	24.4686	23.2823	20.3917	19.9985
RPL35AP5	1.7382	6.5114	2.903	0	1.5264	0.7117	1.6153	0.7164	0.3509	0.8184
SLC20A1P1	0	0	0	0	0.0403	0	0	0	0	0
RPL23AP53	2.0899	2.9228	6.8256	3.1196	4.3669	6.9025	4.2986	2.4806	5.4006	3.0365
WHAMMP1	0.9014	2.3264	4.6839	0.3278	3.3965	1.7634	2.0292	2.1631	1.5166	1.4149
CDRT15	0.3659	1.2794	0.1358	0	0.1977	0	0	0.6033	0.1478	0.3446
LINC02968	0.0712	5.4763	3.2764	0.1962	0.9234	2.7983	3.0169	0.2817	0	0.5364
ATP6V0E1P2	0.2909	0.5812	1.2955	0	0.1572	0	0	0.3836	0	0.3131
AFF2-IT1	0	0	0	0	0.0869	0	0	0	0	0
CSNK1A1P1	0	0.1354	0.0402	0	0.1465	0.0666	0.0202	0.3575	0.0438	0.1167
KIF28P	0.1415	0.8482	0.3301	0	0.2841	0.4635	0.3006	0.08	0.1306	0.1523
RABGAP1L-IT1	0	0.483	0	0	0	0.1584	0	1.0202	0	1.3529
EEF1A1P8	0.8728	0.9745	1.9818	0.4598	2.2197	1.3875	0.4199	1.3204	0.8707	1.6301
HLA-DQB1-AS1	0.3873	22.3119	31.2406	4.803	6	2.643	5.375	0.0851	0.417	2.8484
ZBTB24-DT	0.1351	0.045	0.535	0	0.1217	0.1844	0.067	0.0594	0	0
RPS15AP5	0.1837	0	0	0.1265	0.0993	0	0	0.1211	0	0.2965
TCEAL4P1	0	0	0	0	0	0	0	0	0.0979	0
LINC00630	0.9946	0.5962	0.8675	0.0942	0.5106	1.0792	0.4252	0.4099	0.4819	0.843
ZNF844	16.1394	0.6484	8.0777	5.0677	5.8399	11.5421	5.1309	2.4467	4.9269	0.5414
ACSL6-AS1	0	0	0	0	0	0	0	0	0	0
MTND5P28	0.0894	0.3126	0.1327	0	0.1933	0.1464	0.0332	1.7984	0.1083	0.1684
SNRPBP1	0	0.2525	0	0	0	0	0	0.1666	0	0.136
TMSB4XP4	2.5369	6.2206	2.0543	3.6545	2.4927	2.5496	4.8009	39.0852	2.0487	106.2374
CCR5AS	0.2173	4.9921	1.1289	0.7484	2.6418	7.2947	7.5111	1.7909	3.5092	8.7105
SMPD4P1	0	0.0359	0.0799	0.0124	0.0194	0	0	0	0	0.0773
USP9YP23	0	0	0	0	0	0	0	0	0	0
TRIM60P17	0.0991	0	0.7357	0	0.1607	1.3798	0.0737	0	0.3202	0
LINC03007	0.3419	0.3415	0.029	0.0135	0.0475	0.176	0.2687	0.0515	0.4654	0.0788
CYP4F32P	0	14.5491	0	1.4612	0.3056	0	0.2102	0	5.8235	0.6087
TNRC18P2	0.3151	0.0525	0.1559	0	0.0284	0.0215	0	0.1039	0	0.1696
RPL3P11	0.0622	0	0	0	0.0336	0	0	0	0.0502	0.0669
USP17L15	0	0	0	0	0	0	0	0	0	0
DHRSX-IT1	0.8758	0.9842	0.8126	0.0754	0.2958	1.0757	0.6511	0.6497	0.7956	0.8836
CKMT1A	0.8469	1.0767	0	1.9448	0.2358	5.6949	0.1336	31.4418	0.0829	4.0739
TINCR	5.0041	2.395	0.1194	0.9977	0.1565	44.8121	2.1652	12.1383	1.1695	0.6061
TPMTP4	0	0	0.4681	0	0	0	0	0	0	0.1131
RBMX2P3	0	0.0744	0	0	0	0.061	0	0.0982	0	0.6812
LINC02665	0	0	0.1451	0	0	0	0	0	0	0
RPL17P9	0.7992	1.7299	0.1978	0.0918	0.5759	1.1999	0.3961	2.0203	0.2151	1.7204
TVP23CP1	0	0	0	0	0	0	0.0829	0.0735	0	0.06
LINC01312	0	0	0	0	0	0	0	0	0	0
LINC01986	0	0	0	0	0	0	0	0	0	0
CENPVL1	0	0	0	0	0	0	0	0	0	0
FNDC3CP	0	0.1849	0.0916	0	0.1	0	0.0459	0.0407	0.0498	0.0996
LYPLA1P1	0	0	0	0	0	0	0	0.1511	0	0
LINC02142	0.2693	0	0	0	0	0.0441	0	0	0	0
EEF1A1P41	0	0	0	0	0.186	0	0	0	0	0
EBLN1	0	0	0.2627	0	0.0638	0.0483	0	0	0.0476	0
CRPP1	0	0	0	0	0	0	0	0	0	0
RPL17P13	0	0	0	0	0	0	0	0	0.1084	0.2167
DSCR4-IT1	0	0	0	0	0	0	0	0	0	0
HBD	0	0	5.1429	0	0	0.0507	0.184	0	0.2997	0.0999
SUPT20HL2	0	0	0.0329	0	0.0239	0.3264	0.0659	0	0	0
ZNF735	0	0	0.1348	0	0	0	0	0	0	0
LINC00370	0	0	0	0	0.1728	0	0	0.1406	0	0
MTCO1P17	0	0	0	0	0	0	0	0	0	0
RBM48P1	0	0	0	0	0	0	0	0.0426	0	0.0348
AK4P4	0.1103	0.1102	0.3275	0	0	0.271	0.6561	0.2182	0	0
GSTA6P	0	0	0.1818	0	0.0662	0	0	0	0	0
CYCSP32	0	0	0	0	0	0	0	0	0	0
LINC01044	0	0	0.161	0	0	0	0	0	0	0
DEFA8P	0	0	0	0	0	0	0	0.1649	0	0
LINC01120	0	0.0676	0	0	0	0.0139	0.0252	0	0.0137	0.0638
NUP133-DT	0.0986	0.0985	0.1463	0.2716	0	0	0	0.065	0	0.053
UBE2Q2P5Y	0	0	0	0	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0	0	0	0	0
RFPL4A	0	0.1376	0.1022	0	0.1116	0.2255	0.3583	0.0454	0.3892	0.1112
RPL30P3	0	0	0.3177	0	0	0	0	0	0	0.2303
TTTY17C	0	0	0	0	0	0	0	0	0	0
LINC03076	0.1666	0.111	0.1031	0	0.03	0.091	0.0619	0.174	0.0224	0.0075
LINC01946	0	0	0.2531	0	0.0921	0	0.1268	0	0	0.0917
IGHV3-64	0.1653	61.2809	2.7001	7.0627	0	0.8124	3.0732	0.2181	0.5341	1.1567
UHRF2P1	0	0.0298	0.133	0.0206	0.0484	0.0489	0	0.0394	0.0241	0.0482
PRDM6-AS1	0.8384	0.4886	0.8298	0.1444	0.1133	3.4328	4.9346	1.3822	0.2821	0.5264
BCL10-AS1	0.269	0.1642	0.599	0.0824	0.218	0.1836	0.2333	0.4927	0.2172	1.2464
RAB9AP3	0	0	0	0	0	0	0	0	0	0
HMGB3P10	0.1246	0.2489	2.0345	0.2575	0.4713	0.204	1.2041	0.7394	1.0061	0.2011
KRT8P51	0	0.5196	1.5445	0	0.1406	0.426	0	0.5145	0	5.8784
C1GALT1C1L	0.4458	1.8368	1.5716	2.879	3.0412	6.0228	2.3198	0.5879	2.2948	0.1199
SAMSN1-AS1	0	0.5933	0	0	0.0917	0.0695	0.1261	0	0	0
NDUFB4P8	1.1651	0.194	0.5765	0.2676	0	0	0	0.7683	0	0.1045
EEF1A1P24	1.1895	1.1366	1.5355	1.1401	2.1799	0.8046	0.4229	0.8185	0.71	1.3637
RPL34P3	0	0	0	0	0	0	0	0	0	0
RPL34P26	0	0	0	0.1387	0.1088	0	0	4.1152	0	2.4916
OR2AD1P	0	0.2301	0	0	0	0	0	0	0	0
RPSAP65	0	0	0	0	0	0	0	0	0	0
IFNWP18	0	0.1205	0	0	0	0	0	0	0	0
LINC00571	2.0867	0.1813	0.9428	0.2813	1.2747	0.3343	0.5733	0.4188	1.3554	1.0009
RPS24P14	0	0	0.2891	0.1341	0.2104	0	0	0.2568	0.1572	0
DIP2A-IT1	0	1.8297	0	0.1147	0.3599	0	0.1238	2.3058	0.1345	3.4945
ADH5P3	0	0	0	0	0.0677	0	0	0.0827	0	0.1686
MYH9-DT	0.9781	0.4188	0.8298	0.2888	0.151	0.5721	1.1427	0.2764	0.2257	0.6768
GOLGA6L11P	0	0.2194	0	0	0	0	0	0	0	0
RAET1E-AS1	0	0	0.1749	0	0.0637	0.0965	0	1.3205	0	0
ZDHHC20P2	0	0	0	0	0.0898	0	0	0	0	0
IGSF3P2	0.0298	0	1.2369	0	0.3698	0.0487	0.0664	0.0392	0.4806	0.8487
LINC01422	0.1722	0.5159	0.4473	0.0494	0.3062	0.0705	0.1707	0.0851	0.0753	0.139
NSUN5P1	11.6015	22.9579	6.1652	3.3193	3.3304	3.1466	3.3182	4.8923	1.647	4.398
SFR1P2	0	0	0	0	0	0	0	0	0	0
TRIM64EP	0	0.1071	0	0	0	0	0	0	0	0
CRYGGP	0	0	0	0	0	0	0	0	0	0
LINC02601	1.1949	0.5968	0.1267	0.4116	0.7379	0.2796	0.2538	0.2814	0.8271	0
LINC01208	0.1271	0.1904	0	0.1138	0.0549	0.1353	1.0768	0.0084	0.0103	0.0547
DNAJA1P1	0	0	0.0891	0	0	0	0	0	0	0
RPL15P11	0	0.8183	0.5212	0	0.0632	0	0.087	0.2315	0.189	0.1889
YWHAQP10	0	0	0.2449	0	0	0	0	0	0	0
UQCRFS1P2	0	0	0	0	0	0	0	0	0	0
IFITM3P2	0.5318	1.5938	1.8422	0.4885	1.3412	0.4355	1.5815	3.3901	1.8611	8.4904
TFDP1P2	0.5214	0.1158	0	0.1197	0.0626	0.2847	0.1292	0.7259	2.0119	1.1536
RAD17P2	0	0.036	0	0.0248	0.0584	0	0.0268	0.1189	0	0.097
LINC02247	0	0	0	0	0.1555	14.5304	0.5705	0	0	0
RPL6P28	0.3852	0	0	0	0	0.1262	0	0.0508	0	0.1658
SUPT20HL1	0	0	0	0	0.014	0.0848	0.0962	0	0	0.0139
RPL18AP14	0.1355	0.1353	0	0	0	0	0	0.0893	0	0
LAPTM4A-DT	0.2487	0.2485	0	0.3427	0.0672	0.2037	0	0.246	0.1004	0
OR51B3P	0	0	0	0	0	0.0639	0	0	0	0
HSP90AB5P	0	0	0	0	0	0	0	0	0	0.0174
RPS15AP15	0.2329	0	0	0	0	0.1907	0	0.1536	0	0.376
PSMD4P1	0	0	0	0	0	0	0	0	0	0
RBMY2GP	0	0	0	0	0	0	0	0	0	0
CCDC18-AS1	8.1766	9.7656	12.9636	3.5862	6.8272	5.832	3.5917	1.8322	1.8225	3.6311
ELOCP30	0	0	0	0	0	0	0	0	0	0
MIR503HG	0.5695	7.7047	6.6585	0.4414	4.6937	0.4858	1.4467	1.2363	1.284	0.2554
SIRPB3P	0	0.0585	1.2181	0.1211	0.4117	0	0.0436	0	0.0947	0.0631
TSSC2	0.0972	1.0681	1.3852	0.1339	1.4917	1.9421	2.2835	0.1154	2.653	0.3661
MED15P9	0	0	0	0	0	0	0	0	0	0.017
LINC02593	7.3461	1.2345	29.6088	0.8987	1.818	1.6445	1.5951	1.7657	1.4693	0.3695
LINC01626	0	0	0	0	0	0	0	0	0	0
LINC00205	10.2795	4.7187	9.0119	1.7592	4.8929	8.6092	5.2641	5.07	2.8703	7.8371
CACNA2D1-AS1	0.0269	0.0269	0.1197	0	0.0436	0	0.06	0	0	0.0868
GEMIN8P3	0	0	0	0	0	0	0	0	0	0
CD99P1	3.2858	3.9678	2.6087	1.2355	3.1285	2.6513	5.6105	5.6589	2.8965	4.482
LGALS8-AS1	1.9076	0.4886	0.4357	0	0.185	0.6408	0.1818	0.2903	0.1975	0.1579
RPL29P8	0	0	0.4875	0	0.4437	0	0.2442	0	0.2652	0
RPS21P8	0	0.2882	0	0	0.1559	0	0	0	0	0
LINC01983	0	0.0755	0.4488	0.0521	0	0	0.1686	0.4485	0	0.0813
LINP1	0	0.0519	0.6166	0.2504	1.0287	0	0	0.1826	0.3913	9.6107
DIS3L2P1	0	0	0	0	0	0	0	0.0841	0	0
UBE2E1-AS1	0.1832	0	0.272	0.3786	0.099	0.15	0.2724	0	0	0
COX5BP8	0	0	0	0	0	0	0	0	0	0
ENTPD3-AS1	2.9632	1.2638	1.7934	3.5097	1.6136	1.7265	1.6183	1.2851	0.7823	0.7114
IL10RB-DT	1.0235	1.3101	1.5195	0.5729	0.847	1.3358	1.4268	1.2444	1.4982	1.9278
CERS1	2.9122	0.019	0.9042	4.8651	0.3189	0.0468	0.2972	0.0251	0.0461	0.1229
RPS20P14	11.2835	16.6114	3.5266	10.2286	8.1302	8.4294	2.9434	11.7484	6.2346	12.9963
LINC00114	0	0.0574	0.0853	0	0.0311	0	0	0.6443	0	0.0619
BOLA3P4	0	0	0.7935	0	0	0	0	0	0	0
KRT8P28	0	0.0512	0	0	0.0554	0.042	0	0.0338	0	0.0552
PYDC2-AS1	0	0.0369	0.0219	0	0.02	0.0181	0.0055	0	0	0.0119
PRR15-DT	0.0495	0.1976	0.2203	2.385	0.9087	4.5762	2.206	2.8046	0.0399	7.1856
DIAPH3-AS2	0	0	0	0	0	0	0	0.0796	0	0
IGKV1OR2-2	0	0	0	0	0	0	0.7462	0	0	0.2161
CDH23-AS1	0	0	0	0.2598	0	0	0	0	0	0
PPIAP89	0.1479	0.1477	0	0	0.0799	0	0	0.2925	0	0.5569
CFL1P1	2.4592	1.1095	0.5888	0.3279	0.6145	0.563	0.5505	0.1395	0.1281	0.5265
EEF1A1P1	0.4822	1.3487	1.8611	0.8637	2.4493	0.7107	0.2868	0.5087	0.7788	1.2455
LINC01342	1.9796	0.3955	0.3265	0	0.1189	1.1888	0.0981	2.4077	0.0355	0.3551
TERF1P6	0	0	0	0	0	0	0	0	0	0
DAZAP2P1	4.9587	5.9444	6.0996	0.6833	4.6704	4.9888	2.212	2.6159	5.0342	3.6596
LINC01870	0	0	0	0	0.0987	0	0.1359	0	0.1476	0
BANF1P4	0.2639	0	0.3918	0.1818	0	0.2161	0	1.0443	0	0.4261
FAM95B1	0	0.2067	0.0267	0	0.0243	0.0147	0.0067	0.0712	0.0073	0.0629
EFCAB6-AS1	0.1216	0.0694	0.0516	0.012	0.0751	0.0284	0.0646	0	0.014	0.0374
VN1R40P	0	0	0	0	0.0409	0	0	0	0	0
MYCNUT	0	0.137	0	0	0	0.1123	0.102	0	0.0554	0
PDGFA-DT	16.5033	0.2788	2.2014	0.2043	1.2067	0.2286	0.5447	3.0025	0.2677	0.7698
RAB9AP2	0	0	0	0	0	0	0	0	0	0
LINC01805	0.8721	0.1245	0.3699	0	0	0	0.1853	0.0822	0.1006	0
NPM1P19	0	0.1	0.2972	0	0.2704	0.082	0.1488	0.132	0	0.4848
HLA-DPB1	21.412	352.6179	453.13	202.2929	197.1821	231.7974	279.3975	3.2577	211.1132	76.6407
SAP18P2	0	0.1551	0	0	0.1678	0	0	0.1024	0.2508	0.4178
LINC01921	0	0	0	0	0	0	0	0	0	0
NBEAP3	0	0	0.2126	0	0	0	0	0	0	0.0257
RPS27P1	0	0	0	0	0.3118	0.4725	0	0	0.233	0.621
RPS8P10	0	0.1145	0	0.1579	0.0619	0.1876	0	0.1511	0	0.185
PPIAP53	1.1659	13.1027	4.5434	0	2.6777	2.1481	2.1669	2.4986	0.1177	2.1959
LINC01078	0	0	0.2734	0	0	0	0	0	0	0
ABCC5-AS1	0	0.3036	1.1279	0	0.0821	0	0	0.3006	0	0.5724
LINC01707	0.0116	0.1273	0.0344	0	0.0063	0	0	0	0.0094	0.0374
FAM90A13P	0	0	0	0	0	0	0	0	0	0
OSER1-DT	5.4302	2.5428	9.0005	5.9996	4.1934	3.4235	2.9935	1.2563	4.08	0.88
GNL2P1	0	0	0	0	0	0	0	0	0.0263	0
CCNJP2	0	0	0	0	0	0	0	0.1616	0	0.0659
SEC13P1	0.0752	0.6759	0	0	0.0406	0	0	0.0991	0	0.1214
RPL23P4	0	0	0	0	0	0	0	0	0	0
HMGB1P12	0	0	0	0	0	0	0	0	0	0
ZNF32-AS3	0	0.0737	0	0	0	0.0302	0	0.0243	0	0
EEF1A1P36	0.0527	0.0527	0.2349	0	0.114	0	0.0392	0	0	0.0284
LINC02471	0.0119	0.095	6.9213	1.5896	2.3652	0.0097	0	0.4549	0.3169	0.1408
DPPA2P1	0	0.128	0	0	0	0	0	0.7607	0.1035	1.3105
RPL18AP9	0	1.3824	0.4109	0.286	0.5235	0.4533	0	2.7375	0.3352	0.8191
MTND1P27	0	0	0	0	0	0	0	0.1563	0	0
ASS1P2	0.2914	1.2224	0.519	0	0.4409	0.2863	0.0866	1.1527	0.2823	0.3763
TNS1-AS1	0.1038	0.6221	2.9787	0.6197	3.4399	1.6431	0.3086	0.2281	0.8102	0.1117
NUP35P1	0	0	0.1117	0	0.2033	0	0	0	0.1215	0.0405
LGALSL-DT	0.2229	0.1781	0.364	0.1689	0.4457	0.5111	0.2486	0.1029	0.324	0.2519
KRT8P8	0.2461	0.3933	0.1461	0.4069	0.3192	1.33	0.2927	0.4544	0.3577	2.3836
LINC01014	0	0	0	0	0	0	0	0	0.8961	0.199
RPL6P31	0.0819	1.3911	0.9728	0.0564	0.4427	0.3354	0	0.2701	0.1323	0.1322
ROR1-AS1	0.0154	0.2006	0.0688	0.0106	0.0835	0.1391	0.6316	0.0509	0.0249	1.8535
H2ACP2	0	0.8278	0	0	0	0	0	0	0	0
C1QTNF5	0	0.0463	0	0	0	0.038	0.0689	0	0	0
MTND6P1	0	0	0	0	0	0	0	0	0	0
LINC01767	0	1.5188	0.3842	0.1114	0.3147	0.1324	0.0481	0.4906	0.0522	0.087
AFG3L1P	2.6466	8.2006	3.8958	0.8808	2.1171	1.9163	3.2405	4.161	1.1351	3.464
CHROMR	1.7123	3.4601	6.1278	0.4171	2.7971	3.62	4.1239	1.9534	2.8917	1.8919
UBBP3	0	0	0.878	0	0.3196	0	0	0	0.2388	0
THAP12P8	0	0.0337	0	0	0	0.0552	0.0251	0.0222	0	0.0181
ZNF587P1	0	0	0.0763	0	0.1111	0.0421	0	1.1189	0.0415	0.6087
RPS27P11	0	0.8375	0.4149	0.1925	0.151	0.2289	0	0.5529	0	1.2031
RRBP1P1	0	0	0	0	0	0	0	0.0465	0	0.1899
DDX11L1	0	0	0	0	0	0	0	0	0	0
PAFAH1B1P2	0	0	0.0853	0	0	0.047	0	1.0603	0	0.2163
BNIP3P42	0.3757	0.3754	0.1859	0	0.1354	0.1026	0.0931	0.1652	0	0.2022
EXTL2P1	0	0	0	0	0	0	0	0	0.6917	0
ZNF736P1Y	0	0	0	0	0	0	0	0	0	0
SMCR2	0	0	0	0	0.0683	0.1035	0.4697	0	0	0.068
SNRPD2P2	0	0.4276	0	0	0	0	0	0.2822	0	0
HNRNPRP1	0	0.042	0.1248	0	0.0909	0.0344	0.0938	0.1386	0	0.3394
LINC01874	0.234	0	0.3474	0.0806	0.0632	0	0	0	4.2525	0
COX6A1P5	0	0	0	0	0	0	0	0	0	0.3562
RPL26P28	0	0	0	0	0.0885	0	0.1218	0	0	0.1763
LINC02647	0	0	0	0	0	0	0	0	0	0
RPL32P35	0	0	0	0	0	0	0	0	0	0
TRDD1	0	0	0	0	0	0	0	0	0	0
YES1P1	0.5253	0.481	0.9098	0.0603	0.5677	0.3585	1.1065	0.3175	0.1768	0.5654
ATP5F1CP1	0.2389	0.2386	0.2364	0	0.1721	0.0652	0	0.8401	0	0.7713
USP12P2	0	0	0.31	0	0.0752	0	0	0.1836	0	0.3371
LINC01441	0	0	0	0	0	0	0	0.0205	0	0
RPL36AP46	0	0.2239	0.6654	0.4632	0.1211	0.367	0.1666	0.2956	0	0.2412
LINC01449	0	0	0.2572	0	0.2497	0.1892	0.0859	0	0	0
RPL21P32	0	0.1492	0	0	0.4844	0.1223	0.2221	0.3941	0	0.3216
MIR181A2HG	0.5383	0.9679	2.3972	48.6521	0.989	0.2645	0.8003	2.1296	0.6955	5.1558
EDRF1-DT	0.6022	0.4149	1.0481	0.1001	0.404	1.2923	0.1698	0.1095	0.1341	0.067
LINC01853	0	0	0	0	0	0	0	0	0	0
TCEAL3-AS1	0.5922	0.3944	0.5861	0	0.2134	0.8083	0.4403	0	0.3188	0
EPB41L4A-AS1	14.2784	22.2166	88.7466	23.712	54.8911	14.3987	9.4208	3.4676	13.9636	6.2197
CDY8P	0	0	0	0	0	0	0	0	0	0
LINC02561	0.3089	1.0288	0.1529	0	0.3896	0.1687	1.5313	0.2716	0.0832	0.3325
SFPQP1	0	0	0	0	0	0	0	0	0	0
CDYLP1	0	0	0	0	0	0	0	0	0	0.0789
HMGN1P4	0.2457	0.2455	0	0	1.7264	3.8234	2.0097	0.162	1.3891	0.7934
IGKV3D-15	0.8998	16.7192	0	9.5467	0.4863	3.8315	13.2455	0	1.0173	2.5179
MTND4P6	0	0	0	0	0	0	0	0.0996	0.1219	0
CCNT2-AS1	3.2086	2.036	2.7599	1.1764	1.2502	2.6839	1.9555	0.5903	0.9564	0.7114
PAEPP1	0	0	0	0.0933	0	0	0	0	0	0
DMTF1-AS1	2.6685	1.6465	2.6799	4.0554	0.8483	2.1852	1.8672	0.414	1.2042	1.1826
LINC02612	0	0	0	0	0	0	0.0158	0	0	0.0115
CPTP	48.3091	32.6841	39.917	53.0556	25.6543	39.0571	18.1652	80.7994	36.5799	24.0455
GAPDHP55	0.0887	0.3546	0	0	0.0959	0	0	0.117	0.1433	1.0507
EGFR-AS1	0.2794	0.5074	2.1491	0.0175	7.8643	0	0	0.1172	22.0069	0.3143
RBISP5	0	0.1123	0.1669	0	0	0	0	0.2224	0	0.242
HSPA8P16	0.0382	0	0.2269	0	0	0	0	0.0504	0.1234	0.1028
ARSLP1	0.1823	0.1821	0	0	2.2161	0.4478	0.6098	0.661	10.3031	0.3433
SRSF3P4	0.1463	0	0.2172	0	0	0	0.1088	0.0965	0	0.5512
TUBB4BP5	0	0	0.2478	0	0	0	0	0	0	0
CALCRL-AS1	1.9904	0.7408	1.1008	0.0269	1.3287	0	0.2902	2.2905	1.9856	0.7561
RPL32P6	0.359	0	0	0	0	0.588	0.1335	0.2367	0	0.1932
SRIP2	0	0	0.6373	0	0	0	0	0	0	0.231
HMGN1P6	0	0	0	0	0	0	0	0	0	0
DNMT3AP1	0	0	0.338	0	0	0	0	0	0.0368	0
VEZTP1	0.372	0.0929	1.0124	0	0.3518	0.1777	0.1152	0.1022	0.025	0.1001
LINC00691	0	0.124	0	0	0	0	0.0154	0.0136	0	0
TTTY22	0	0	0	0	0	0	0	0	0	0
